Label,BalabanJ,BertzCT,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,ExactMolWt,FractionCSP3,HallKierAlpha,Ipc,Kappa2,Kappa3,MaxAbsPartialCharge,MaxEStateIndex,MaxPartialCharge,MinAbsEStateIndex,MinEStateIndex,MolLogP,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,RingCount,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,TPSA,VSA_EState10,VSA_EState8,VSA_EState9,fr_Al_COO,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azo,fr_benzodiazepine,fr_bicyclic,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiophene,fr_unbrch_alkane,fr_urea
1,1.891,1467.261,24.598,24.193,0.0,37.029,28.072,11.257,12.133,12.133,79.078,5.317,5.107,558.253,0.273,-4.27,1186797891.0,13.391,7.279,0.481,14.048,0.305,0.094,-1.18,6.314,0,0,0,3,1,4,5,4,8,13,0,0,0,25.203,5.817,0.0,0.0,5.907,5.969,9.589,4.39,0.0,0.0,62.378,66.285,23.49,29.886,4,29.299,17.564,0.0,4.567,0.0,57.781,5.317,102.004,22.384,5.317,10.078,0.0,0.0,43.971,11.339,5.817,55.08,84.929,0.0,22.384,111.79,0.0,15.999,87.168,1,2,0,0,1,0,1,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2.023,618.476,18.436,5.107,0.0,17.708,17.585,0.0,6.327,4.567,0.0,14.952,27.178,285.063,0.5,-1.48,32508.124,4.566,2.02,0.394,9.737,0.226,0.018,-0.734,-0.297,0,1,1,0,2,2,8,3,9,2,0,1,1,20.684,17.849,11.465,5.284,0.0,0.0,4.567,4.984,9.968,0.0,0.0,11.601,6.421,19.038,3,14.95,28.583,0.0,19.519,0.0,24.857,12.341,11.611,0.0,5.734,5.818,0.0,11.601,48.547,4.737,0.0,12.649,6.327,5.284,11.164,119.31,5.771,1.623,42.884,0,2,1,0,4,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2.38,494.083,6.362,13.171,0.0,5.75,15.348,11.337,18.199,0.0,0.0,9.721,5.734,234.007,0.125,-1.5,2390.156,3.265,2.296,0.573,11.887,0.573,0.265,-4.677,2.777,0,0,0,1,1,2,4,1,7,2,0,0,0,10.471,5.75,5.132,0.0,0.0,6.362,0.0,4.984,0.0,13.171,11.337,12.133,6.066,10.217,2,17.908,26.685,0.0,4.984,0.0,6.362,5.734,18.199,5.75,10.471,18.303,5.75,11.337,11.346,0.0,0.0,0.0,18.199,0.0,10.217,48.14,1.112,35.662,13.476,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1.905,609.725,0.0,0.0,0.0,0.0,0.0,57.403,11.938,0.0,6.924,45.68,9.721,302.211,0.588,-1.59,147897.301,7.114,3.254,0.38,5.564,0.206,0.734,0.734,2.215,0,1,1,1,1,2,5,0,5,5,0,1,1,19.104,0.0,0.0,5.948,0.0,0.0,0.0,4.984,0.0,0.0,12.133,39.07,32.786,17.64,3,4.737,16.982,0.0,14.451,0.0,19.889,51.34,24.265,0.0,4.9,5.948,0.0,0.0,60.891,11.282,0.0,13.345,24.265,0.0,11.033,33.53,0.0,2.316,39.184,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1.908,404.411,0.0,19.178,0.0,55.85,6.545,0.0,0.0,9.8,6.924,10.634,0.0,268.117,0.636,-1.8,14747.294,5.453,3.582,0.294,11.279,0.24,0.089,-0.324,-2.708,0,2,2,0,0,0,6,2,8,3,0,2,2,0.0,0.0,0.0,23.629,0.0,0.0,39.612,0.0,0.0,0.0,0.0,6.924,12.587,26.179,2,19.178,23.629,0.0,20.433,0.0,12.966,32.724,0.0,0.0,10.634,0.0,0.0,0.0,72.194,19.178,0.0,6.924,0.0,0.0,0.0,98.82,0.0,0.0,54.5,0,0,0,0,0,0,0,4,4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1,1.55,831.886,11.74,13.171,0.0,0.0,12.232,54.623,12.133,17.828,24.265,21.747,0.0,407.164,0.429,-1.7,2413649.144,7.968,4.162,0.416,13.271,0.416,0.588,-4.331,4.946,0,2,2,2,0,2,4,0,7,5,0,1,1,14.7,0.0,0.0,0.0,0.0,6.176,0.0,0.0,13.171,0.0,23.895,50.345,42.515,16.938,4,13.171,23.137,0.0,9.8,0.0,22.388,51.216,48.028,0.0,4.9,24.546,0.0,11.762,56.116,6.176,0.0,11.984,52.256,0.0,0.0,9.72,1.542,39.814,26.56,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,3,0,0,0,2,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1.813,685.155,0.0,4.795,0.0,17.302,18.381,37.306,11.127,7.11,6.066,18.014,9.474,299.152,0.611,-1.55,226722.0,4.046,1.272,0.493,12.622,0.174,0.093,-0.284,1.933,2,2,4,1,0,1,4,0,4,1,1,1,2,14.374,0.0,23.386,0.0,0.0,0.0,4.795,0.0,0.0,0.0,6.066,50.403,23.441,7.11,5,14.268,5.783,0.0,4.9,5.918,43.244,20.702,23.26,11.499,9.474,0.0,11.499,0.0,43.531,16.63,5.918,30.389,12.133,0.0,0.0,38.77,0.0,0.0,45.083,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2.23,495.106,0.0,9.901,0.0,11.657,24.633,24.826,7.11,18.199,0.0,31.316,4.737,305.199,0.5,-1.97,62666.953,9.874,7.157,0.504,11.769,0.22,0.055,0.055,3.79,0,0,0,1,0,1,3,2,4,10,0,0,0,15.16,0.0,11.499,5.907,0.0,0.0,4.795,0.0,0.0,0.0,32.066,42.877,12.966,7.11,1,14.638,5.907,0.0,5.317,5.918,46.076,7.11,35.915,11.499,10.054,0.0,11.499,0.0,18.124,11.339,5.918,45.094,30.351,0.0,0.0,58.56,0.0,0.0,50.5,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,1.902,634.82,0.0,0.0,0.0,0.0,6.042,26.055,22.378,0.0,0.0,65.378,0.0,264.163,0.333,-1.8,76322.131,4.637,1.832,0.362,2.612,0.067,0.494,0.494,3.084,0,2,2,2,0,2,2,0,2,0,0,1,1,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.465,36.225,25.322,6.042,4,0.0,5.687,0.0,4.9,0.0,12.463,31.582,65.221,0.0,4.9,5.687,0.0,0.0,31.582,6.421,0.0,22.732,48.531,0.0,0.0,6.48,0.0,0.0,36.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,2.282,341.0,5.087,14.909,0.0,19.059,5.563,0.0,6.197,18.33,0.0,15.138,0.0,211.059,0.25,-2.18,2437.831,5.529,4.029,0.35,11.313,0.294,0.078,-0.907,0.02,0,0,0,0,1,1,5,1,7,6,0,0,0,10.154,6.607,0.0,0.0,10.994,0.0,9.779,0.0,0.0,10.114,0.0,12.133,18.938,5.563,1,14.719,5.907,0.0,10.301,0.0,0.0,13.152,40.204,0.0,5.317,0.0,0.0,0.0,29.129,4.838,10.114,10.358,24.526,0.0,0.0,94.36,0.0,0.0,46.333,0,0,0,0,1,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,2.346,390.182,6.104,9.901,0.0,18.935,18.336,5.563,0.0,24.265,13.847,5.317,10.471,266.163,0.5,-1.59,13068.205,7.759,6.785,0.491,10.747,0.221,0.223,-0.548,0.452,0,0,0,1,0,1,4,3,5,8,0,0,0,20.894,18.46,0.0,5.907,0.0,0.0,4.795,0.0,0.0,0.0,25.98,17.696,12.587,6.421,1,14.638,5.907,0.0,5.317,5.734,32.414,13.152,29.829,5.75,15.787,0.0,5.75,0.0,36.311,11.215,0.0,19.411,24.265,0.0,0.0,84.58,0.0,0.0,47.167,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,2.106,1182.307,81.071,45.023,0.0,11.127,0.0,0.0,44.118,0.0,0.0,0.0,5.734,459.14,0.409,-3.25,11236188.58,6.874,2.612,0.873,13.646,0.251,0.009,-3.135,-2.598,3,0,3,1,0,1,10,6,11,2,1,0,1,36.373,17.11,11.566,0.0,5.907,0.0,19.284,0.0,0.0,0.0,17.892,32.649,11.491,34.801,4,45.023,23.233,0.0,4.9,17.569,30.272,14.095,46.231,5.75,10.84,0.0,5.75,0.0,79.748,19.985,11.836,18.051,35.104,0.0,5.759,204.68,0.0,0.0,100.5,0,2,0,0,0,0,0,3,3,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1.387,2280.346,112.604,39.292,4.795,35.301,5.563,13.847,25.98,92.71,0.0,5.317,23.684,853.331,0.447,-5.74,19500000000000.0,16.513,7.294,0.456,15.484,0.338,0.003,-2.391,3.736,3,1,4,3,0,3,14,4,15,15,2,1,3,44.321,23.913,23.592,0.0,5.907,23.877,19.178,9.589,0.0,0.0,80.578,54.823,37.668,35.649,7,67.771,35.568,0.0,5.317,16.748,108.252,6.607,118.832,0.0,5.317,0.0,0.0,0.0,105.32,42.862,16.748,86.705,102.142,0.0,0.0,221.29,0.0,0.0,160.5,0,2,0,0,0,0,0,6,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,4,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2.022,1960.099,132.394,58.158,0.0,48.98,18.405,21.588,23.956,25.98,13.847,37.218,17.201,979.426,0.619,-5.66,85000000000000.0,26.62,17.497,0.508,14.441,0.246,0.04,-1.763,-3.493,0,2,2,1,0,1,15,12,25,18,0,2,2,69.531,48.042,0.0,59.072,0.0,0.0,47.945,0.0,0.0,0.0,67.836,55.718,24.471,25.111,3,58.158,80.66,0.0,42.117,29.037,127.582,24.595,29.829,5.75,54.419,0.0,5.75,21.588,153.219,54.366,11.836,72.286,24.265,0.0,0.0,376.67,2.057,0.0,182.777,0,1,0,0,0,0,0,10,10,0,0,0,1,7,3,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
0,2.665,1216.904,28.556,29.391,0.0,28.594,23.922,12.133,10.633,6.924,6.924,0.0,4.417,371.101,0.263,-3.42,908342.924,6.712,2.885,0.477,12.555,0.371,0.068,-1.385,2.477,0,0,0,1,2,3,6,2,8,5,0,0,0,19.197,11.277,10.858,5.76,0.0,11.939,9.589,9.589,0.0,0.0,13.345,19.411,29.627,10.903,3,24.219,33.811,0.0,4.567,0.0,33.234,0.0,55.663,0.0,10.858,0.0,0.0,0.0,26.719,12.966,0.0,46.875,32.205,0.0,21.872,126.81,0.0,6.942,71.391,0,0,0,2,1,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1.662,737.978,30.064,24.597,0.0,17.867,19.262,31.247,4.9,6.924,30.332,5.317,0.0,402.215,0.591,-2.41,3625830.41,9.392,4.959,0.48,13.155,0.326,0.047,-1.007,2.295,1,1,2,1,0,1,4,3,7,9,1,1,2,15.113,12.084,0.0,5.907,0.0,11.939,14.906,4.795,0.0,0.0,43.173,50.509,6.042,6.042,3,24.597,17.846,0.0,10.217,5.918,76.037,0.0,35.895,0.0,5.317,0.0,0.0,0.0,57.126,20.804,5.918,51.012,30.332,0.0,0.0,106.94,0.0,0.0,73.333,2,0,0,0,0,0,2,3,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.98,221.17,29.502,15.221,0.0,13.214,0.0,0.0,0.0,0.0,0.0,4.838,9.474,191.043,1.0,-0.92,1333.798,3.092,1.452,0.388,10.035,0.294,0.091,-0.871,-1.278,0,2,2,0,0,0,6,1,7,2,0,2,2,19.418,18.312,6.104,0.0,5.087,0.0,0.0,0.0,0.0,10.114,0.0,0.0,0.0,13.214,2,24.504,0.0,0.0,0.0,0.0,24.416,13.214,10.114,0.0,0.0,0.0,0.0,0.0,47.823,14.311,10.114,0.0,0.0,0.0,0.0,91.06,0.0,0.0,40.833,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.384,880.936,6.104,9.901,0.0,12.328,17.37,29.78,11.337,5.38,54.597,15.618,5.734,396.162,0.238,-2.74,2825172.563,9.983,6.159,0.387,12.047,0.23,0.116,-0.508,2.772,0,0,0,2,1,3,6,4,7,10,0,0,0,21.474,0.0,5.132,5.907,0.0,0.0,4.795,4.984,0.0,11.337,42.465,36.225,17.612,18.219,3,9.901,28.063,0.0,10.301,0.0,18.946,24.14,76.798,0.0,16.367,10.819,0.0,11.337,29.087,17.636,0.0,22.925,59.977,0.0,0.0,100.27,1.329,0.0,62.837,0,1,1,0,1,0,0,1,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,1.077,1640.791,29.627,19.49,0.0,36.113,32.352,17.501,28.337,4.9,30.332,46.644,4.737,583.279,0.485,-3.73,10186305266.0,9.383,3.856,0.361,14.188,0.28,0.171,-2.027,2.081,1,4,5,2,1,3,6,3,10,5,0,4,4,25.207,12.084,0.0,17.539,11.818,0.0,24.02,0.0,0.0,0.0,42.465,62.411,48.57,5.918,8,24.227,28.624,0.0,25.0,5.918,74.707,20.137,71.418,0.0,5.317,0.0,0.0,0.0,92.411,31.962,5.918,48.794,54.728,0.0,10.903,118.21,0.0,0.0,96.5,0,0,0,0,1,1,0,3,3,0,0,0,3,2,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,2.356,593.895,5.969,9.901,0.0,6.421,26.983,0.0,0.0,42.465,0.0,5.317,23.202,294.009,0.071,-1.71,18978.936,5.954,3.398,0.55,10.716,0.076,0.175,-1.139,3.029,0,0,0,2,0,2,3,1,5,4,0,0,0,15.218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.467,23.763,18.078,15.733,2,9.901,40.546,0.0,0.0,0.0,6.421,5.317,58.073,0.0,10.423,11.375,0.0,23.202,5.969,11.215,0.0,5.563,42.465,10.045,0.0,52.16,12.124,0.0,38.098,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.21,2041.55,50.566,22.801,0.0,30.585,48.517,40.914,11.337,19.057,42.655,23.886,19.442,749.292,0.553,-4.04,459000000000.0,14.072,7.03,0.496,14.277,0.259,0.147,-3.827,5.254,3,1,4,1,2,3,10,2,14,9,3,0,3,19.69,33.843,0.0,21.838,5.907,0.0,19.106,18.386,0.0,11.337,26.0,76.341,41.906,35.406,7,32.275,49.985,0.0,24.907,17.754,94.949,20.702,46.989,22.201,19.513,0.0,11.499,11.337,78.602,24.407,24.677,82.389,35.731,0.0,21.604,156.89,-2.313,25.557,97.589,0,0,0,0,2,0,0,3,3,0,0,0,3,2,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
0,1.425,1232.777,35.988,18.994,0.0,31.594,27.702,24.661,22.51,6.066,0.0,32.521,9.843,522.186,0.565,-2.45,182508249.9,10.5,4.896,0.394,13.708,0.191,0.003,-1.155,2.014,2,0,2,1,2,3,11,4,13,10,2,0,2,25.373,12.208,33.773,0.0,0.0,0.0,0.0,23.431,0.0,5.099,29.965,30.538,24.133,25.36,5,28.837,28.744,0.0,24.962,0.0,67.656,24.283,35.397,0.0,5.317,14.599,0.0,11.762,83.602,4.737,11.634,43.709,23.356,0.0,11.164,138.44,1.479,28.537,62.485,0,3,0,0,5,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,3.472,49.784,7.823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.245,96.969,0.0,0.11,3.61,1.065,1512.242,0.756,8.771,0.262,4.889,-4.889,-1.561,0,0,0,0,0,0,2,2,5,0,0,0,0,14.68,0.0,0.0,0.0,7.823,0.0,4.565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.245,7.823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.893,0.0,0.0,7.823,9.787,4.565,0.0,0.0,0.0,0.0,0.0,80.59,0.0,8.771,18.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.901,920.83,10.8,4.209,0.0,5.753,21.939,22.57,0.0,38.616,13.847,14.952,9.474,344.107,0.294,-2.41,353332.365,6.604,2.989,0.497,12.649,0.128,0.246,-1.384,2.529,0,0,0,1,2,3,5,0,7,5,0,0,0,19.442,11.499,0.0,0.0,0.0,0.0,9.193,0.0,0.0,0.0,6.066,37.014,22.48,36.466,3,13.683,21.833,0.0,14.952,0.0,24.757,14.22,41.217,11.499,14.458,0.0,11.499,0.0,28.396,16.552,13.847,16.821,29.552,0.0,11.033,75.41,-1.384,12.649,43.79,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,3.574,855.494,43.143,24.597,0.0,36.511,10.711,0.0,19.057,0.0,67.773,10.634,14.95,790.87,0.5,-0.38,4759313.772,14.119,7.843,0.394,13.179,0.255,0.101,-1.161,-0.407,0,0,0,1,0,1,8,6,14,14,0,0,0,40.696,6.607,0.0,5.907,11.814,0.0,14.384,0.0,0.0,0.0,0.0,67.773,30.817,49.376,1,39.547,91.182,0.0,10.217,0.0,12.208,52.384,21.837,0.0,10.634,5.687,0.0,67.773,102.323,9.531,10.711,20.716,0.0,0.0,0.0,168.66,0.0,1.044,84.352,0,4,0,0,0,0,0,3,3,0,0,0,1,2,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.857,731.977,17.12,9.901,0.0,11.825,24.341,24.95,5.563,7.11,6.066,18.014,9.474,315.147,0.611,-1.59,312827.56,4.081,1.319,0.493,12.653,0.174,0.044,-0.9,1.048,2,2,4,1,0,1,5,1,5,1,1,1,2,19.48,0.0,23.386,0.0,0.0,0.0,4.795,0.0,0.0,0.0,6.066,44.485,18.026,18.126,5,19.375,5.783,0.0,4.9,0.0,48.845,20.702,23.26,11.499,9.474,0.0,11.499,0.0,54.239,16.63,0.0,30.389,12.133,0.0,0.0,59.0,0.0,0.0,51.0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2.667,244.212,12.011,9.589,0.0,11.825,18.718,6.421,4.9,6.924,0.0,12.629,5.107,217.077,0.778,-0.71,1627.215,4.683,2.204,0.48,11.705,0.326,0.093,-0.901,0.628,0,1,1,0,0,0,3,2,5,4,0,1,1,10.006,6.042,0.0,5.907,0.0,5.969,4.795,4.795,12.629,0.0,6.924,12.842,18.216,0.0,1,14.696,24.505,0.0,4.9,5.918,25.807,12.298,0.0,0.0,0.0,0.0,0.0,12.629,40.222,9.589,5.918,19.765,0.0,0.0,0.0,57.61,4.034,0.0,35.188,1,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.735,694.368,0.0,4.795,0.0,11.446,13.028,44.584,4.877,7.11,53.492,22.413,4.737,386.203,0.5,-1.69,2009597.126,9.489,4.781,0.382,12.913,0.227,0.172,-0.261,4.215,0,1,1,1,1,2,4,0,5,9,0,1,1,14.537,0.0,0.0,5.907,0.0,0.0,4.795,0.0,0.0,11.337,31.189,42.842,43.729,12.146,3,9.531,22.931,0.0,4.9,0.0,38.146,38.251,52.722,0.0,4.9,5.687,0.0,11.337,49.697,15.952,0.0,31.063,47.845,0.0,0.0,32.78,1.829,0.0,52.754,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,2.137,614.772,0.0,4.795,0.0,5.907,11.605,30.165,11.257,6.066,19.18,10.301,5.734,243.137,0.357,-1.81,21117.67,4.137,1.693,0.366,11.255,0.248,0.368,-0.368,1.343,1,0,1,1,1,2,2,3,4,2,0,0,0,16.034,0.0,0.0,5.907,0.0,0.0,4.795,0.0,0.0,0.0,0.0,50.073,28.202,0.0,3,4.795,16.81,0.0,10.301,5.734,25.304,7.048,35.02,0.0,11.05,0.0,0.0,0.0,23.981,12.842,0.0,28.036,18.199,0.0,10.903,70.91,0.0,0.0,39.833,0,0,0,0,1,1,0,1,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
